"date","study_id","topic","consensus","n_attempts","n_parsed","n_agreeing","had_supplement"
"2026-03-09","wei2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","wilson2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","fricke-comellas2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","cossu2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","de2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","oka2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","goretzki2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kolala2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","rauwerda2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","cooper2025","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","rohner2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","du2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","dinse2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","ingman2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kuut2026","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","hayes2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","knowles2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","wedekind2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","prüfer2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","knopman2026","treatment_cbt_psych","FALSE",5,1,"0","TRUE"
"20521","green2022","treatment_cbt_psych","TRUE",5,5,"5","TRUE"
"20521","wei2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","wilson2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","fricke-comellas2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","cossu2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","goretzki2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kolala2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","rauwerda2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","cooper2025","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","rohner2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","du2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","leavesley2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","martínez-borba2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","broadbent2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kontou2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","tomaskovic2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","cabello2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","cramer2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","koller2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","luker2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","liao2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","weix2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","abramoff2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","barz2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","rybkina2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","dinse2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","ingman2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kuut2026","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","hayes2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","knowles2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","wedekind2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","prüfer2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","knopman2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","green2022","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","keicher2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","meach2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","harris2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","serrat2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","rimmer2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","gasión2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","macej2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","vandenbogaart2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","may2024","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","kuut2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","ramachandran2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","hughes2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","hersche2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","clery2021","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kupferschmitt2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","gao2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","godfrey2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","beyer2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","wormgoor2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","wiertz2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","glover2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kuut2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","lappalainen2024","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","müllenmeister2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","godino2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","jornada2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","ghali2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","al-jabr2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","keurulainen2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","busse2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","nerli2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","maher2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","serrat2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","buettikofer2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","carpallo-porcar2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","selinheimo2022","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","han2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","aminoff2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","armstrong2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","murano2025","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","miana2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","russo2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","mo2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","allwang2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","krieg2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","tschopp2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","nwankwo2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","toussaint2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","montes-ibarra2024","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","hiremath2022","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","leggat2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kuut2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","müller2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","salvador-ruiz2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","reuner2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","coscia2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","bileviciute-ljungar2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","krotz2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kamdem2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","xie2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","d'souza2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","martínez-borba2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","sokol2023","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","wei2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","wilson2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","fricke-comellas2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","cossu2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","goretzki2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kolala2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","rauwerda2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","cooper2025","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","rohner2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","du2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","leavesley2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","martínez-borba2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","broadbent2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kontou2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","tomaskovic2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","cabello2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","cramer2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","koller2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","luker2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","liao2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","weix2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","abramoff2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","barz2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","rybkina2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","dinse2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","ingman2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kuut2026","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","hayes2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","knowles2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","wedekind2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","prüfer2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","knopman2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","keicher2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","meach2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","harris2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","serrat2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","rimmer2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","gasión2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","macej2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","vandenbogaart2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","may2024","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","kuut2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","ramachandran2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","hughes2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","hersche2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","clery2021","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kupferschmitt2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","gao2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","godfrey2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","beyer2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","wormgoor2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","wiertz2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","glover2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","kuut2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","lappalainen2024","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","müllenmeister2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","godino2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","jornada2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","ghali2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","al-jabr2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","keurulainen2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","busse2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","nerli2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","maher2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","serrat2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","buettikofer2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","carpallo-porcar2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","selinheimo2022","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","han2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","aminoff2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","armstrong2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","murano2025","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20521","miana2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","russo2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","mo2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","allwang2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","krieg2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","tschopp2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","nwankwo2024","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","toussaint2023","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20521","montes-ibarra2024","treatment_cbt_psych","FALSE",5,0,"0","FALSE"
"20522","hiremath2022","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20522","leggat2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20522","kuut2023","treatment_cbt_psych","TRUE",5,3,"3","TRUE"
"20522","müller2025","treatment_cbt_psych","TRUE",5,5,"5","TRUE"
"20526","sasso2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20526","huang2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20528","sasso2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20528","huang2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20528","li2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20528","schlömer2025","treatment_biomedical","FALSE",5,0,"0","TRUE"
"20528","hohberger2025","treatment_biomedical","TRUE",5,3,"3","TRUE"
"20528","naik2024","treatment_biomedical","TRUE",5,5,"5","TRUE"
"20528","meadows2025","treatment_biomedical","TRUE",5,5,"5","TRUE"
"20533","ribeiro2026","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20533","cossu2025","biomarkers","FALSE",5,0,"0","TRUE"
"20533","wilson2026","outcomes","FALSE",5,0,"0","TRUE"
"20533","wei2025","systematic_reviews","FALSE",5,0,"0","TRUE"
"20533","oka2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20533","sasso2025","biomarkers","FALSE",5,0,"0","TRUE"
"20533","oka2025","outcomes","FALSE",5,0,"0","TRUE"
"20533","kolala2025","systematic_reviews","FALSE",5,0,"0","TRUE"
"20533","wang2026","treatment_biomedical","FALSE",5,0,"0","TRUE"
"20533","gouraud2025","treatment_cbt_psych","FALSE",5,0,"0","TRUE"
"20533","oka2025","biomarkers","FALSE",5,0,"0","TRUE"
"20533","goretzki2026","outcomes","FALSE",5,0,"0","TRUE"
"20534","ceban2022","systematic_reviews","TRUE",5,5,"5","TRUE"
"20534","maksoud2021","systematic_reviews","TRUE",5,5,"5","TRUE"
"20534","wu2024","systematic_reviews","TRUE",5,5,"5","TRUE"
"20534","pouliopoulou2025","systematic_reviews","TRUE",5,5,"5","TRUE"
"20534","zhang2026","systematic_reviews","TRUE",5,5,"5","TRUE"
"kakuda2016","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"teitelbaum2021","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"mueller2021","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"herman2022","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"zifko2022","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"santinelli2021","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"rus2023","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"slankamenac2024","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"obermoser2023","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
"slankamenac2023","treatment_biomedical","TRUE","5",5,5,"TRUE","2026-03-22"
